verified,musicOriginal,hashtags,mentions,duration,hour,dayOfTheWeek,shareCount,commentCount,playCount,count_mean
0,1,4,0,15,1,6,130,62,69900,69900.0
0,1,4,0,15,11,2,847,1133,1100000,1100000.0
0,1,4,0,15,19,2,92,1166,61500,61500.0
0,1,4,0,15,19,7,8,42,40900,40900.0
0,1,4,0,16,1,7,21,75,79600,79600.0
0,1,4,0,17,15,7,1890,1501,1200000,1200000.0
0,1,4,0,20,13,7,1,13,5189,5189.0
0,1,4,0,25,14,4,2386,739,3100000,3100000.0
0,1,4,0,30,19,3,1642,363,346100,346100.0
0,1,4,0,37,14,6,240,87,558900,558900.0
0,1,4,0,37,17,1,204,539,83100,83100.0
0,1,4,0,42,17,5,39,329,27700,27700.0
0,1,4,0,49,21,6,25,520,95000,95000.0
0,1,4,0,54,20,3,32,144,65300,65300.0
0,1,4,0,58,12,5,2044,124,427300,427300.0
0,1,4,1,5,4,1,5,26,176500,176500.0
0,1,4,1,5,18,6,3,19,52100,52100.0
0,1,4,1,7,2,7,74,39,122000,122000.0
0,1,4,1,10,20,5,7,91,25500,25500.0
0,1,4,1,12,19,1,3,55,30300,30300.0
0,1,4,1,14,16,2,812,489,488800,488800.0
0,1,4,1,15,9,5,61,297,44600,44600.0
0,1,4,1,15,18,5,785,208,289800,289800.0
0,1,4,1,17,9,1,5,20,65200,65200.0
0,1,4,1,43,8,3,81,135,51700,51700.0
0,1,4,1,54,15,5,8,36,61800,61800.0
0,1,4,1,59,21,2,240,264,70100,70100.0
0,1,4,3,54,21,7,70,80,22500,22500.0
0,1,5,0,6,10,3,25,68,31300,31300.0
0,1,5,0,6,16,2,416,17,106800,106800.0
0,1,5,0,7,0,4,8,41,62700,62700.0
0,1,5,0,7,3,1,59,145,148300,148300.0
0,1,5,0,7,9,1,11,4,31900,31900.0
0,1,5,0,7,19,2,100,151,57000,57000.0
0,1,5,0,7,19,7,445,147,50900,50900.0
0,1,5,0,7,20,3,731,603,135100,135100.0
0,1,5,0,8,13,2,1708,740,170100,170100.0
0,1,5,0,8,21,3,3,36,14900,14900.0
0,1,5,0,9,1,4,8,68,35800,35800.0
0,1,5,0,9,5,1,38,66,46700,46700.0
0,1,5,0,9,11,5,46,27,50400,50400.0
0,1,5,0,10,9,3,78,77,37500,37500.0
0,1,5,0,10,11,7,873,0,55100,55100.0
0,1,5,0,10,15,7,610,1440,622700,622700.0
0,1,5,0,11,0,5,8,66,50300,50300.0
0,1,5,0,11,11,7,341,200,263400,263400.0
0,1,5,0,12,7,4,1,12,11300,11300.0
0,1,5,0,13,8,7,30,327,48800,48800.0
0,1,5,0,13,11,1,148,89,44000,44000.0
0,1,5,0,13,15,2,22,29,11000,11000.0
0,1,5,0,13,15,2,420,131,66100,66100.0
0,1,5,0,13,17,7,115,226,126000,126000.0
0,1,5,0,13,22,5,30,53,24900,24900.0
0,1,5,0,14,12,2,27,28,45500,45500.0
0,1,5,0,14,22,4,22,26,44700,44700.0
0,1,5,0,15,2,5,781,70,123400,123400.0
0,1,5,0,15,3,4,0,7,4620,4620.0
0,1,5,0,15,12,3,33,110,47300,47300.0
0,1,5,0,15,16,5,90,12,24200,24200.0
0,1,5,0,18,10,5,4415,780,395100,395100.0
0,1,5,0,18,22,4,2619,1687,349800,349800.0
0,1,5,0,19,3,3,837,2937,611100,611100.0
0,1,5,0,19,7,5,533,5659,254800,254800.0
0,1,5,0,21,7,5,10500,511,1500000,1500000.0
0,1,5,0,21,9,6,29,44,38400,38400.0
0,1,5,0,21,15,4,51500,4100,7900000,7900000.0
0,1,5,0,21,17,2,18,78,87900,87900.0
0,1,5,0,24,21,4,231,465,64100,64100.0
0,1,5,0,28,17,6,123,281,103000,103000.0
0,1,5,0,30,14,6,41,406,31100,31100.0
0,1,5,0,30,20,6,2,13,10900,10900.0
0,1,5,0,30,21,6,28,41,78100,78100.0
0,1,5,0,32,15,7,543,333,87700,87700.0
0,1,5,0,33,17,3,53,107,51000,51000.0
0,1,5,0,58,15,6,370,241,119000,119000.0
0,1,5,0,59,14,6,1313,880,294700,294700.0
0,1,5,0,59,15,3,139,14,52100,52100.0
0,1,5,0,59,22,6,349,52,198500,198500.0
0,1,5,1,10,7,3,450,417,309300,309300.0
0,1,5,1,10,14,5,67,77,189800,189800.0
0,1,5,1,12,1,1,388,460,511200,511200.0
0,1,5,1,12,13,4,53,73,66800,66800.0
0,1,5,1,12,15,7,102700,11600,11100000,11100000.0
0,1,5,1,12,18,3,38,29,74400,74400.0
0,1,5,1,15,13,7,2,3,3456,3456.0
0,1,5,1,15,15,2,18,131,51500,51500.0
0,1,5,1,15,17,2,504,276,79500,79500.0
0,1,5,1,16,14,2,51,2104,194200,194200.0
0,1,5,1,34,9,1,83,65,76900,76900.0
0,1,5,1,42,23,4,190,200,54500,54500.0
0,1,5,1,45,0,2,107,184,43700,43700.0
0,1,5,1,59,16,1,12,454,99900,99900.0
0,1,5,3,10,6,2,1,257,34800,34800.0
0,1,5,3,25,17,7,464,108,80800,80800.0
0,1,6,0,6,14,3,35,53,144100,144100.0
0,1,6,0,6,15,1,145,36,41200,41200.0
0,1,6,0,6,17,4,120,58,83100,83100.0
0,1,6,0,6,18,4,25,218,35200,35200.0
0,1,6,0,7,1,5,30,84,56300,56300.0
0,1,6,0,7,14,1,70,74,35400,35400.0
0,1,6,0,8,0,4,6,23,9315,9315.0
0,1,6,0,8,1,7,697,444,143000,143000.0
0,1,6,0,8,5,6,5762,3030,1300000,1300000.0
0,1,6,0,8,14,3,11,9,60900,60900.0
0,1,6,0,8,23,6,21400,1890,2900000,2900000.0
0,1,6,0,9,17,3,6,27,34900,34900.0
0,1,6,0,10,13,2,1,5,1418,1418.0
0,1,6,0,10,15,5,48,19,37700,37700.0
0,1,6,0,11,1,4,131,230,75900,75900.0
0,1,6,0,11,8,2,162,742,132800,132800.0
0,1,6,0,11,10,1,62,42,3378,3378.0
0,1,6,0,11,15,3,3,49,34500,34500.0
0,1,6,0,11,16,1,104,209,90700,90700.0
0,1,6,0,11,17,5,527,50,249400,249400.0
0,1,6,0,11,18,6,226,175,125200,125200.0
0,1,6,0,12,4,1,476,256,70900,70900.0
0,1,6,0,12,8,5,976,200,1300000,1300000.0
0,1,6,0,12,14,1,2,18,6703,6703.0
0,1,6,0,12,14,4,844,1613,684200,684200.0
0,1,6,0,13,6,3,22800,1810,21500000,21500000.0
0,1,6,0,13,19,6,15000,315,865000,865000.0
0,1,6,0,13,22,1,144,117,690100,690100.0
0,1,6,0,14,1,3,61,215,53900,53900.0
0,1,6,0,14,12,7,18,38,12800,12800.0
0,1,6,0,14,17,5,1,67,67000,67000.0
0,1,6,0,15,6,7,8,4,1896,1896.0
0,1,6,0,15,8,3,63,1,92000,92000.0
0,1,6,0,15,9,6,2,2,5377,5377.0
0,1,6,0,15,11,4,76,286,212500,212500.0
0,1,6,0,15,12,3,21,12,70600,70600.0
0,1,6,0,15,12,3,82,49,436400,436400.0
0,1,6,0,15,14,2,0,5,977,977.0
0,1,6,0,15,14,5,19,107,63200,63200.0
0,1,6,0,15,15,1,1508,97,331900,331900.0
0,1,6,0,15,15,6,131,95,79000,79000.0
0,1,6,0,15,15,7,123,263,12100,12100.0
0,1,6,0,15,16,7,20,184,63800,63800.0
0,1,6,0,15,19,4,76,119,78800,78800.0
0,1,6,0,16,13,6,28,29,52700,52700.0
0,1,6,0,18,14,2,1008,67,530900,530900.0
0,1,6,0,19,12,3,22,13,40300,40300.0
0,1,6,0,20,14,6,866,64,86200,86200.0
0,1,6,0,21,15,6,75,226,52700,52700.0
0,1,6,0,24,16,3,1247,419,360800,360800.0
0,1,6,0,25,14,5,102,51,58300,58300.0
0,1,6,0,29,2,6,35,250,58000,58000.0
0,1,6,0,29,12,2,28,87,27600,27600.0
0,1,6,0,34,3,7,1133,640,55300,55300.0
0,1,6,0,39,6,4,14,112,117500,117500.0
0,1,6,0,41,9,2,432,77,109800,109800.0
0,1,6,0,47,21,4,2596,3254,974900,974900.0
0,1,6,0,53,1,4,48,156,90200,90200.0
0,1,6,0,58,18,4,2232,841,190100,190100.0
0,1,6,1,4,18,4,19,27,47900,47900.0
0,1,6,1,8,0,7,49,564,143700,143700.0
0,1,6,1,8,12,5,220,181,71600,71600.0
0,1,6,1,8,14,6,164700,61200,29900000,29900000.0
0,1,6,1,10,2,5,45900,518,2800000,2800000.0
0,1,6,1,13,20,1,7,66,23100,23100.0
0,1,6,1,15,0,3,3,16,33700,33700.0
0,1,6,1,15,8,5,1,8,31300,31300.0
0,1,6,1,24,20,2,2,36,33600,33600.0
0,1,6,1,50,17,2,97,78,26600,26600.0
0,1,6,1,57,14,5,49,135,23400,23400.0
0,1,6,1,58,18,1,210,466,111100,111100.0
0,1,6,1,58,22,6,56,106,53800,53800.0
0,1,6,2,13,17,4,96,13,65300,65300.0
0,1,7,0,6,11,5,208,59,110300,110300.0
0,1,7,0,6,14,3,0,3,3637,3637.0
0,1,7,0,6,18,5,115,490,236000,236000.0
0,1,7,0,7,16,2,127,313,62100,62100.0
0,1,7,0,8,5,3,3214,153,3400000,3400000.0
0,1,7,0,8,16,2,27,127,155600,155600.0
0,1,7,0,8,16,5,4,69,45700,45700.0
0,1,7,0,9,12,3,4533,668,2500000,2500000.0
0,1,7,0,9,13,4,38,52,40200,40200.0
0,1,7,0,9,14,7,23,50,47400,47400.0
0,1,7,0,9,21,5,262,119,54800,54800.0
0,1,7,0,10,1,6,23,66,86900,86900.0
0,1,7,0,11,2,5,74,511,111900,111900.0
0,1,7,0,11,7,5,70,114,54800,54800.0
0,1,7,0,11,10,6,96,27,103600,103600.0
0,1,7,0,11,11,3,16,44,71400,71400.0
0,1,7,0,11,18,5,98,181,83500,83500.0
0,1,7,0,13,21,4,470,267,174400,174400.0
0,1,7,0,14,19,3,20,213,119700,119700.0
0,1,7,0,15,7,5,8,14,6046,6046.0
0,1,7,0,15,11,5,31,111,55500,55500.0
0,1,7,0,15,13,5,35,31,28700,28700.0
0,1,7,0,15,14,1,6,55,33500,33500.0
0,1,7,0,15,15,2,32,29,48000,48000.0
0,1,7,0,15,18,6,156,475,75300,75300.0
0,1,7,0,16,12,6,46,151,78100,78100.0
0,1,7,0,16,13,3,1017,1179,540800,540800.0
0,1,7,0,16,16,7,313,583,1200000,1200000.0
0,1,7,0,16,21,1,1396,262,196100,196100.0
0,1,7,0,17,3,2,168,183,346600,346600.0
0,1,7,0,17,10,3,265,30,52800,52800.0
0,1,7,0,19,23,5,480,100,100500,100500.0
0,1,7,0,20,23,2,860,94,152600,152600.0
0,1,7,0,21,15,7,27,60,99600,99600.0
0,1,7,0,21,17,6,5722,1887,3900000,3900000.0
0,1,7,0,29,16,2,201,247,53400,53400.0
0,1,7,0,59,19,5,48,171,34500,34500.0
0,1,7,0,59,23,6,860,469,89500,89500.0
0,1,7,1,7,2,6,21300,1344,2200000,2200000.0
0,1,7,1,7,16,7,24,41,346100,346100.0
0,1,7,1,9,1,1,173,532,66900,66900.0
0,1,7,1,10,16,1,61,25,25000,25000.0
0,1,7,1,10,18,5,120,183,32600,32600.0
0,1,7,1,12,16,5,97,192,20200,20200.0
0,1,7,1,15,17,6,3606,473,429100,429100.0
0,1,7,1,15,19,7,30,315,173100,173100.0
0,1,7,1,31,1,2,43,301,393800,393800.0
0,1,7,1,36,16,4,28,115,49100,49100.0
0,1,7,1,47,17,4,294,288,50700,50700.0
0,1,7,2,10,8,2,9,13,52400,52400.0
0,1,8,0,5,8,7,67,56,45800,45800.0
0,1,8,0,8,0,1,1570,243,142300,142300.0
0,1,8,0,8,13,4,594,173,143700,143700.0
0,1,8,0,8,14,2,505,181,346500,346500.0
0,1,8,0,9,13,6,380,70,50300,50300.0
0,1,8,0,12,19,1,4,0,13700,13700.0
0,1,8,0,12,22,6,1179,1179,339100,339100.0
0,1,8,0,13,1,1,1878,1035,125400,125400.0
0,1,8,0,13,15,7,208,336,1200000,1200000.0
0,1,8,0,14,7,7,2245,42,173900,173900.0
0,1,8,0,14,9,4,11500,4146,1100000,1100000.0
0,1,8,0,14,20,1,372,251,113600,113600.0
0,1,8,0,15,0,4,1348,972,345000,345000.0
0,1,8,0,15,11,5,8,15,74500,74500.0
0,1,8,0,15,14,2,85,87,36700,36700.0
0,1,8,0,15,14,2,5724,1472,1100000,1100000.0
0,1,8,0,15,15,1,28,70,36700,36700.0
0,1,8,0,15,21,4,44,42,39200,39200.0
0,1,8,0,17,13,7,41,37,92000,92000.0
0,1,8,0,18,22,1,79,249,40300,40300.0
0,1,8,0,20,18,5,2227,1280,262600,262600.0
0,1,8,0,20,20,6,223,321,80700,80700.0
0,1,8,0,23,21,7,63,143,90200,90200.0
0,1,8,0,25,9,2,15,48,96400,96400.0
0,1,8,0,30,14,3,352,3735,493900,493900.0
0,1,8,0,30,20,5,128,75,85500,85500.0
0,1,8,0,31,2,4,9,46,28600,28600.0
0,1,8,0,31,17,5,228,75,65900,65900.0
0,1,8,0,35,5,6,87,148,19400,19400.0
0,1,8,0,41,2,5,26,37,30100,30100.0
0,1,8,0,51,12,3,305,833,163100,163100.0
0,1,8,0,58,13,3,162,101,145100,145100.0
0,1,8,0,58,23,4,234,88,52100,52100.0
0,1,8,1,11,9,2,110,86,102400,102400.0
0,1,8,1,15,9,4,2,55,28600,28600.0
0,1,8,1,15,17,1,9,96,31800,31800.0
0,1,8,1,16,10,1,246,30,71700,71700.0
0,1,8,1,35,19,3,10,37,6599,6599.0
0,1,8,1,41,15,2,23,123,12200,12200.0
0,1,8,1,42,11,6,3,35,60900,60900.0
0,1,8,1,55,21,5,59,562,56800,56800.0
0,1,9,0,7,13,7,1,61,11900,11900.0
0,1,9,0,8,6,2,2,22,64700,64700.0
0,1,9,0,8,11,6,12,13,127200,127200.0
0,1,9,0,8,15,4,33,169,115600,115600.0
0,1,9,0,8,16,1,4,54,20400,20400.0
0,1,9,0,9,23,5,183,93,52400,52400.0
0,1,9,0,10,11,7,114,39,49400,49400.0
0,1,9,0,10,15,3,177,217,18100,18100.0
0,1,9,0,10,18,6,657,527,100800,100800.0
0,1,9,0,11,15,1,8,41,45500,45500.0
0,1,9,0,11,15,5,1583,2875,590600,590600.0
0,1,9,0,11,20,1,3712,3767,1100000,1100000.0
0,1,9,0,12,23,2,1446,2702,222000,222000.0
0,1,9,0,14,1,5,37,76,36000,36000.0
0,1,9,0,14,14,3,2,10,40500,40500.0
0,1,9,0,14,16,2,24,93,316800,316800.0
0,1,9,0,15,11,7,287,520,172200,172200.0
0,1,9,0,15,16,5,1,60,42000,42000.0
0,1,9,0,15,16,6,65,1049,112100,112100.0
0,1,9,0,15,22,1,11,34,56100,56100.0
0,1,9,0,17,21,5,23,56,226700,226700.0
0,1,9,0,18,1,4,111,159,75100,75100.0
0,1,9,0,23,11,3,61,22,148200,148200.0
0,1,9,0,23,13,1,439,91,40800,40800.0
0,1,9,0,28,15,7,238,81,136600,136600.0
0,1,9,0,29,2,6,66,22,24800,24800.0
0,1,9,0,32,21,6,1257,659,99400,99400.0
0,1,9,0,33,20,1,228,126,62300,62300.0
0,1,9,0,34,2,5,53,39,29200,29200.0
0,1,9,0,36,20,6,4888,2003,1500000,1500000.0
0,1,9,0,41,4,7,103,102,70600,70600.0
0,1,9,0,43,3,3,147,31,35700,35700.0
0,1,9,0,47,2,6,8,29,6903,6903.0
0,1,9,0,52,1,1,2305,1941,301200,301200.0
0,1,9,0,52,3,2,46,91,41600,41600.0
0,1,9,0,53,6,4,763,689,60700,60700.0
0,1,9,0,53,19,4,539,504,94200,94200.0
0,1,9,0,59,1,7,305,625,87600,87600.0
0,1,9,1,11,17,7,2214,696,605800,605800.0
0,1,9,1,13,21,4,66,702,62400,62400.0
0,1,9,1,15,16,1,119,48,126400,126400.0
0,1,9,1,25,9,2,43,66,251700,251700.0
0,1,9,1,30,2,5,18,87,25900,25900.0
0,1,9,1,56,15,1,559,1252,747400,747400.0
0,1,9,2,57,16,4,121,1112,102900,102900.0
0,1,9,3,15,7,3,9,16,4100,4100.0
0,1,9,5,7,17,7,269,942,170500,170500.0
0,1,10,0,5,22,1,6,80,161600,161600.0
0,1,10,0,6,14,5,5230,372,818700,818700.0
0,1,10,0,7,3,7,115,334,88800,88800.0
0,1,10,0,8,11,1,52,438,35800,35800.0
0,1,10,0,8,15,2,13,26,32000,32000.0
0,1,10,0,8,23,6,711,73,346900,346900.0
0,1,10,0,11,20,2,39,85,6792,6792.0
0,1,10,0,13,12,4,2,23,34700,34700.0
0,1,10,0,14,3,4,3,8,943,943.0
0,1,10,0,15,2,6,19,110,68200,68200.0
0,1,10,0,15,15,4,10,1206,23200,23200.0
0,1,10,0,15,17,6,22,120,51300,51300.0
0,1,10,0,15,18,3,8,112,66200,66200.0
0,1,10,0,15,18,3,16100,4368,5500000,5500000.0
0,1,10,0,17,1,4,25,122,71400,71400.0
0,1,10,0,17,18,4,16,96,74700,74700.0
0,1,10,0,18,13,5,1059,827,161200,161200.0
0,1,10,0,19,19,3,34100,3502,3300000,3300000.0
0,1,10,0,23,18,7,112,478,90300,90300.0
0,1,10,0,27,1,4,1295,219,87600,87600.0
0,1,10,0,30,22,1,13,35,50000,50000.0
0,1,10,0,35,1,4,38,29,25400,25400.0
0,1,10,0,36,17,5,48,169,78500,78500.0
0,1,10,0,39,15,1,59,231,54500,54500.0
0,1,10,0,40,20,2,63,222,97900,97900.0
0,1,10,0,43,23,3,78,656,197300,197300.0
0,1,10,0,46,20,4,17,146,84200,84200.0
0,1,10,0,59,2,5,172,233,163400,163400.0
0,1,10,0,59,13,3,228,179,253000,253000.0
0,1,10,1,10,21,4,4128,268,805900,805900.0
0,1,10,1,12,21,2,220,156,49200,49200.0
0,1,10,1,13,17,3,46,60,79600,79600.0
0,1,10,1,19,2,2,82,92,114400,114400.0
0,1,10,1,24,17,7,239,301,226000,226000.0
0,1,10,1,28,2,1,11,112,78300,78300.0
0,1,10,1,46,3,4,13,71,66100,66100.0
0,1,10,1,55,21,2,58,65,118700,118700.0
0,1,10,1,57,17,6,22,118,61700,61700.0
0,1,10,1,57,21,4,14,130,81300,81300.0
0,1,10,1,58,23,7,60,99,139100,139100.0
0,1,10,1,59,16,1,36,1099,260800,260800.0
0,1,10,2,12,17,5,12,94,128900,128900.0
0,1,10,2,21,23,5,3746,813,888300,888300.0
0,1,11,0,8,18,3,77,203,86600,86600.0
0,1,11,0,9,2,4,148,319,184200,184200.0
0,1,11,0,9,19,4,963,341,125200,125200.0
0,1,11,0,11,18,4,384,140,72700,72700.0
0,1,11,0,12,18,6,830,157,73700,73700.0
0,1,11,0,12,22,1,10,269,82200,82200.0
0,1,11,0,13,20,1,1417,725,186800,186800.0
0,1,11,0,14,3,6,14,63,30100,30100.0
0,1,11,0,14,16,1,206,100,236000,236000.0
0,1,11,0,14,18,6,178,138,19300,19300.0
0,1,11,0,15,5,5,194,984,439700,439700.0
0,1,11,0,15,10,3,1313,252,181200,181200.0
0,1,11,0,15,18,2,1,8,7090,7090.0
0,1,11,0,20,14,1,79,170,223500,223500.0
0,1,11,0,21,12,5,953,69,75800,75800.0
0,1,11,0,21,18,3,43,119,63700,63700.0
0,1,11,0,26,14,5,340,356,188400,188400.0
0,1,11,0,33,23,2,245,204,155500,155500.0
0,1,11,0,41,9,7,1103,78,292500,292500.0
0,1,11,1,7,20,2,10,81,196400,196400.0
0,1,11,1,10,17,3,21,865,248000,248000.0
0,1,11,1,57,2,1,67,271,61900,61900.0
0,1,11,1,57,5,4,206,103,136600,136600.0
0,1,11,1,59,16,3,142,178,90800,90800.0
0,1,12,0,11,22,3,57,80,215600,215600.0
0,1,12,0,12,21,5,320,50,129900,129900.0
0,1,12,0,13,18,5,915,408,202200,202200.0
0,1,12,0,13,21,2,23,78,37500,37500.0
0,1,12,0,14,12,1,195,94,207900,207900.0
0,1,12,0,17,13,4,689,31,171200,171200.0
0,1,12,0,19,18,6,179,970,154600,154600.0
0,1,12,0,23,18,7,6805,5574,1500000,1500000.0
0,1,12,0,26,21,3,1548,758,351700,351700.0
0,1,12,0,31,16,5,80,265,69400,69400.0
0,1,12,0,33,18,7,26,7,47100,47100.0
0,1,12,0,39,14,1,20,15,27500,27500.0
0,1,12,0,58,18,4,125,142,90000,90000.0
0,1,12,0,59,17,2,833,220,140500,140500.0
0,1,12,0,59,17,3,829,206,80500,80500.0
0,1,12,1,6,1,4,180,52,80500,80500.0
0,1,13,0,9,7,6,19,44,107500,107500.0
0,1,13,0,9,18,4,11,160,36900,36900.0
0,1,13,0,13,19,5,1197,2397,1900000,1900000.0
0,1,13,0,14,12,1,95,40,72500,72500.0
0,1,13,0,15,14,4,5,1090,9843,9843.0
0,1,13,0,15,16,5,116,48,67100,67100.0
0,1,13,0,16,18,1,10,75,26200,26200.0
0,1,13,0,18,11,4,78,5,6893,6893.0
0,1,13,0,18,19,4,7,14,25800,25800.0
0,1,13,0,19,19,5,13,226,326400,326400.0
0,1,13,0,22,10,7,2421,977,352200,352200.0
0,1,13,0,23,17,4,669,68,71500,71500.0
0,1,13,0,42,18,4,103,250,230700,230700.0
0,1,14,0,6,15,2,130,118,44400,44400.0
0,1,14,0,8,16,2,7,50,10100,10100.0
0,1,14,0,8,22,1,63,239,79200,79200.0
0,1,14,0,9,19,3,1,13,49600,49600.0
0,1,14,0,10,21,5,605,132,49300,49300.0
0,1,14,0,12,16,7,534,173,54200,54200.0
0,1,14,0,18,20,4,9,11,79000,79000.0
0,1,14,0,22,16,7,55,306,55100,55100.0
0,1,14,0,45,21,7,17,392,45200,45200.0
0,1,15,0,10,15,2,14,354,30100,30100.0
0,1,15,0,28,2,6,364,126,54000,54000.0
0,1,15,0,50,16,5,719,147,81000,81000.0
0,1,15,0,57,18,4,2114,284,252600,252600.0
0,1,15,1,59,15,5,48200,10700,3500000,3500000.0
0,1,16,0,9,18,3,747,772,295700,295700.0
0,1,16,0,15,13,4,20,89,36300,36300.0
0,1,16,0,17,21,5,89,838,76500,76500.0
0,1,16,0,40,20,6,4,52,34500,34500.0
0,1,17,0,8,13,5,1,18,3313,3313.0
0,1,17,0,23,0,5,539,702,152400,152400.0
0,1,17,1,53,4,2,215,2186,123900,123900.0
1,0,0,0,14,14,1,53,6423,194600,194600.0
1,0,0,0,15,17,7,58000,6459,9200000,9200000.0
1,0,0,3,15,1,4,1097,2325,558400,558400.0
1,0,2,0,13,14,1,15000,347,2700000,2700000.0
1,0,2,0,25,13,6,127,509,795900,795900.0
1,0,3,0,15,12,7,2119,8129,2800000,2800000.0
1,0,3,2,12,11,7,2541,1006,420000,420000.0
1,0,5,0,21,19,2,748,657,433100,433100.0
1,0,5,1,26,16,4,367,170,159000,159000.0
1,0,6,2,15,18,7,541,2968,632900,632900.0
1,0,7,0,7,20,6,14400,4454,24800000,24800000.0
1,1,0,0,9,11,5,26,150,149500,149500.0
1,1,0,0,12,17,7,46600,23100,64500000,64500000.0
1,1,0,0,12,19,2,31600,32000,44600000,44600000.0
1,1,0,0,14,5,3,186,595,379400,379400.0
1,1,0,0,14,6,3,81,319,161100,161100.0
1,1,0,0,14,14,7,65,271,213400,213400.0
1,1,0,0,15,0,7,156,1969,1100000,1100000.0
1,1,0,0,21,11,4,5894,1715,611900,611900.0
1,1,0,0,25,16,3,57,1432,1000000,1000000.0
1,1,0,0,27,17,1,2853,4522,4100000,4100000.0
1,1,0,0,59,13,3,44,11,25800,25800.0
1,1,0,0,59,15,4,728,994,312600,312600.0
1,1,0,1,39,21,4,386,1314,821200,821200.0
1,1,0,1,59,12,5,33,406,291200,291200.0
1,1,1,0,9,3,4,220100,625700,250800000,250800000.0
1,1,1,2,17,21,4,32,77,662900,662900.0
1,1,2,0,9,6,6,1021,2044,1500000,1500000.0
1,1,2,0,9,15,6,49,195,215500,215500.0
1,1,2,0,12,18,7,41,216,584700,584700.0
1,1,2,0,12,23,1,94,221,513000,513000.0
1,1,2,0,14,8,4,3468,2352,2100000,2100000.0
1,1,2,0,53,13,3,377,2637,1800000,1800000.0
1,1,2,5,20,23,7,60,143,893900,893900.0
1,1,3,0,11,14,1,44,29,68100,68100.0
1,1,3,0,12,20,5,113,387,1000000,1000000.0
1,1,3,0,13,14,3,31,199,321400,321400.0
1,1,3,0,15,9,1,29200,7523,7400000,7400000.0
1,1,3,1,29,8,3,1175,415,1000000,1000000.0
1,1,4,0,6,18,5,1762,1051,2400000,2400000.0
1,1,4,0,9,18,6,168,503,496800,496800.0
1,1,4,0,13,16,5,138,180,128200,128200.0
1,1,4,0,15,11,7,2146,6991,4000000,4000000.0
1,1,4,0,36,16,2,34400,2976,6700000,6700000.0
1,1,5,0,5,18,4,14,142,155000,155000.0
1,1,5,0,9,8,1,292,195,785700,785700.0
1,1,5,0,13,17,1,29,77,208900,208900.0
1,1,5,0,15,20,5,40,158,47200,47200.0
1,1,6,0,10,10,4,9,42,37900,37900.0
1,1,6,0,13,22,5,110,43,60400,60400.0
1,1,6,0,15,12,2,514,124,332900,332900.0
1,1,7,0,11,10,2,166,106,251500,251500.0
1,1,9,0,11,15,3,38,124,103000,103000.0
1,1,11,1,15,14,2,15,250,166500,166500.0
1,1,12,0,40,18,1,26000,12000,25100000,25100000.0
1,1,12,3,13,20,6,1219,1444,1500000,1500000.0
