verified,diggCount,musicOriginal,hashtags,mentions,duration,hour,dayOfTheWeek,shareCount,commentCount,playCount,count_mean,z_score
0,17400,0,9,0,16,22,1,1245,236,124400,124400.0,-0.1949252352911414
0,17400,1,9,1,25,9,2,43,66,251700,251700.0,-0.1262479732759211
0,17600,1,5,1,59,16,1,12,454,99900,99900.0,-0.20814277589894103
0,17600,1,8,0,14,20,1,372,251,113600,113600.0,-0.2007517429876408
0,17800,1,5,0,28,17,6,123,281,103000,103000.0,-0.20647035239346434
0,18800,1,10,0,27,1,4,1295,219,87600,87600.0,-0.21477852077550985
0,18900,1,5,0,8,13,2,1708,740,170100,170100.0,-0.17027047587169467
0,18900,1,5,1,10,14,5,67,77,189800,189800.0,-0.15964249424011698
0,19000,0,4,0,15,21,6,152,801,194900,194900.0,-0.15689108782788114
0,19000,1,8,0,14,7,7,2245,42,173900,173900.0,-0.16822040834885227
0,19000,1,10,0,46,20,4,17,146,84200,84200.0,-0.2166127917170004
0,19600,1,2,1,10,14,6,68,142,348600,348600.0,-0.07397125144343998
0,19600,1,11,0,11,18,4,384,140,72700,72700.0,-0.22281694343086555
0,19700,1,4,0,37,17,1,204,539,83100,83100.0,-0.21720623231571795
0,19900,1,12,0,59,17,2,833,220,140500,140500.0,-0.18623942289173018
0,20000,1,6,1,58,18,1,210,466,111100,111100.0,-0.20210047162108977
0,20100,0,3,1,22,19,3,299,53,254200,254200.0,-0.12489924464247215
0,20200,1,5,0,32,15,7,543,333,87700,87700.0,-0.2147245716301719
0,20300,1,0,0,5,17,3,161,474,140300,140300.0,-0.1863473211824061
0,20300,1,9,0,59,1,7,305,625,87600,87600.0,-0.21477852077550985
0,20400,1,6,0,12,4,1,476,256,70900,70900.0,-0.2237880280469488
0,20500,0,5,0,12,17,7,58,61,69300,69300.0,-0.22465121437235613
0,20500,1,3,0,10,23,3,317,256,190200,190200.0,-0.15942669765876513
0,20500,1,8,0,8,0,1,1570,243,142300,142300.0,-0.18526833827564693
0,20500,1,9,0,10,18,6,657,527,100800,100800.0,-0.2076572335908994
0,20600,1,4,0,37,14,6,240,87,558900,558900.0,0.03948380120228528
0,20700,1,8,1,11,9,2,110,86,102400,102400.0,-0.20679404726549208
0,20800,1,11,0,15,10,3,1313,252,181200,181200.0,-0.16428212073918136
0,20900,1,6,0,11,1,4,131,230,75900,75900.0,-0.22109057078005093
0,21200,1,10,1,24,17,7,239,301,226000,226000.0,-0.14011290362777626
0,21300,1,3,0,44,19,7,213,513,72100,72100.0,-0.2231406383028933
0,21300,1,5,0,7,20,3,731,603,135100,135100.0,-0.1891526767399799
0,21600,0,2,0,10,22,3,516,376,224000,224000.0,-0.1411918865345354
0,21600,1,10,0,8,23,6,711,73,346900,346900.0,-0.07488838691418527
0,21700,1,11,0,41,9,7,1103,78,292500,292500.0,-0.10423672197803431
0,21800,1,2,0,9,21,1,457,80,267300,267300.0,-0.11783190660319967
0,22000,1,2,0,59,13,3,337,900,78100,78100.0,-0.21990368958261583
0,22100,1,10,0,59,13,3,228,179,253000,253000.0,-0.12554663438652763
0,22400,1,5,0,11,11,7,341,200,263400,263400.0,-0.11993592327138003
0,22500,1,4,0,14,17,6,168,354,99900,99900.0,-0.20814277589894103
0,22500,1,7,0,16,21,1,1396,262,196100,196100.0,-0.15624369808382563
0,22800,1,4,0,14,11,7,800,297,153100,153100.0,-0.17944183057914748
0,23000,1,1,0,13,18,6,224,186,66600,66600.0,-0.22610784129648098
0,23000,1,11,1,57,5,4,206,103,136600,136600.0,-0.18834343955991054
0,23200,0,11,0,20,3,5,3008,102,462600,462600.0,-0.012469225758168084
0,23200,1,5,1,16,14,2,51,2104,194200,194200.0,-0.15726873184524684
0,23400,1,3,0,15,0,3,2960,331,495800,495800.0,0.005441890494033906
0,23500,1,0,0,59,1,3,1146,1238,192700,192700.0,-0.1580779690253162
0,23700,1,3,1,10,11,3,452,155,183300,183300.0,-0.16314918868708422
0,23900,0,8,0,13,5,2,887,171,105700,105700.0,-0.2050137254693395
0,23900,1,8,0,8,14,2,505,181,346500,346500.0,-0.07510418349553709
0,24000,0,6,0,11,3,7,481,134,188500,188500.0,-0.16034383312951042
0,24000,1,4,1,59,21,2,240,264,70100,70100.0,-0.22421962120965247
0,24200,0,4,1,9,18,2,294,428,151900,151900.0,-0.180089220323203
0,24300,1,6,0,15,15,1,1508,97,331900,331900.0,-0.08298075871487894
0,24500,0,2,0,14,23,5,454,231,199900,199900.0,-0.15419363056098323
0,24700,1,6,0,34,3,7,1133,640,55300,55300.0,-0.2322040947196702
0,25000,1,9,0,32,21,6,1257,659,99400,99400.0,-0.20841252162563084
0,25100,1,11,0,9,2,4,148,319,184200,184200.0,-0.1626636463790426
0,25200,1,2,0,15,11,7,973,569,261000,261000.0,-0.12123070275949102
0,25200,1,11,0,15,5,5,194,984,439700,439700.0,-0.02482358004056042
0,25700,0,6,0,9,20,7,518,414,197200,197200.0,-0.1556502574851081
0,25800,0,10,1,12,23,1,23,217,197700,197700.0,-0.1553805117584183
0,25900,0,15,0,59,15,7,2267,579,620300,620300.0,0.07260857643979138
0,26000,0,3,0,11,17,5,133,448,252600,252600.0,-0.12576243096787948
0,26200,1,3,1,17,22,3,114,469,166600,166600.0,-0.17215869595852318
0,26300,1,7,1,15,19,7,30,315,173100,173100.0,-0.16865200151155593
0,26400,1,13,0,22,10,7,2421,977,352200,352200.0,-0.0720290822112735
0,26600,1,3,0,13,15,3,3392,668,449300,449300.0,-0.019644462088116474
0,26700,1,11,0,26,14,5,340,356,188400,188400.0,-0.16039778227484838
0,26900,1,10,0,23,18,7,112,478,90300,90300.0,-0.213321893851385
0,27400,1,7,0,15,18,6,156,475,75300,75300.0,-0.22141426565207867
0,27700,1,2,0,8,15,1,142,517,351500,351500.0,-0.07240672622863921
0,27700,1,4,0,11,19,3,30,236,228100,228100.0,-0.13897997157567912
0,27900,1,3,1,33,15,4,934,535,245100,245100.0,-0.1298086168682263
0,28000,0,9,0,19,0,4,643,378,254300,254300.0,-0.12484529549713419
0,28000,1,7,0,9,12,3,4533,668,2500000,2500000.0,1.0866906613573841
0,28100,1,4,0,15,0,4,206,488,178400,178400.0,-0.16579269680864417
0,28400,1,6,0,13,22,1,144,117,690100,690100.0,0.11026507988568592
0,28500,1,4,0,30,19,3,1642,363,346100,346100.0,-0.07531998007688892
0,28800,0,8,0,15,19,3,283,181,337000,337000.0,-0.08022935230264308
0,29000,1,0,0,10,16,2,194,436,291100,291100.0,-0.10499201001276572
0,29200,1,10,0,43,23,3,78,656,197300,197300.0,-0.15559630833977015
0,29500,1,6,0,58,18,4,2232,841,190100,190100.0,-0.1594806468041031
0,29700,1,13,0,19,19,5,13,226,326400,326400.0,-0.08594796170846661
0,29900,0,2,0,14,15,5,107,462,394000,394000.0,-0.04947833946000714
0,29900,1,0,0,30,10,7,1811,278,441300,441300.0,-0.023960393715153096
0,30000,1,5,0,18,10,5,4415,780,395100,395100.0,-0.048884898861289605
0,30200,0,7,2,13,18,6,20,79,139400,139400.0,-0.1868328634904477
0,30400,0,5,0,9,11,3,32,60,201400,201400.0,-0.15338439338091386
0,30500,1,6,0,8,1,7,697,444,143000,143000.0,-0.18489069425828122
0,30600,1,2,0,6,0,7,1500,248,360000,360000.0,-0.06782104887491279
0,30700,1,10,0,18,13,5,1059,827,161200,161200.0,-0.1750719498067729
0,31100,1,5,0,59,14,6,1313,880,294700,294700.0,-0.10304984078059924
0,31100,1,8,0,51,12,3,305,833,163100,163100.0,-0.17404691604535172
0,31200,1,11,0,20,14,1,79,170,223500,223500.0,-0.14146163226122518
0,31900,1,6,1,10,2,5,45900,518,2800000,2800000.0,1.2485380973712576
0,32000,1,4,0,14,23,1,127,1600,161400,161400.0,-0.17496405151609698
0,32100,1,7,1,31,1,2,43,301,393800,393800.0,-0.049586237750683056
0,32200,1,17,1,53,4,2,215,2186,123900,123900.0,-0.19519498101783117
0,32500,1,3,0,55,12,7,900,730,198300,198300.0,-0.15505681688639056
0,33000,0,11,0,33,11,4,80,156,327900,327900.0,-0.08513872452839724
0,33000,1,5,0,13,17,7,115,226,126000,126000.0,-0.19406204896573406
0,33400,1,8,0,8,13,4,594,173,143700,143700.0,-0.18451305024091552
0,33800,1,7,1,15,17,6,3606,473,429100,429100.0,-0.030542189446383948
0,34100,1,11,0,33,23,2,245,204,155500,155500.0,-0.1781470510910365
0,34300,1,7,0,17,3,2,168,183,346600,346600.0,-0.07505023435019914
0,34700,1,1,0,13,10,1,717,348,146100,146100.0,-0.18321827075280453
0,35400,0,8,0,17,21,4,2315,1152,224900,224900.0,-0.14070634422649378
0,35600,1,6,0,24,16,3,1247,419,360800,360800.0,-0.06738945571220913
0,36100,0,0,1,9,16,2,383,1108,762500,762500.0,0.14932426111036737
0,36300,1,10,1,59,16,1,36,1099,260800,260800.0,-0.12133860105016693
0,36400,1,0,0,20,8,7,518,370,1700000,1700000.0,0.6550974986537218
0,36500,1,6,0,13,19,6,15000,315,865000,865000.0,0.20462213508177413
0,36700,0,4,0,12,17,3,489,7568,547700,547700.0,0.03344149692443401
0,37000,1,6,0,18,14,2,1008,67,530900,530900.0,0.024378040507657097
0,37100,1,2,1,17,22,1,459,533,723100,723100.0,0.128068297847212
0,37200,1,8,0,20,18,5,2227,1280,262600,262600.0,-0.1203675164340837
0,37900,1,10,1,10,21,4,4128,268,805900,805900.0,0.17273819018704106
0,38200,1,0,1,48,19,1,139,525,317500,317500.0,-0.09074943564354486
0,38700,1,12,0,13,18,5,915,408,202200,202200.0,-0.1529528002182102
0,39000,1,6,0,12,8,5,976,200,1300000,1300000.0,0.4393009173018905
0,39200,1,13,0,42,18,4,103,250,230700,230700.0,-0.13757729379689224
0,40400,0,1,0,21,22,2,984,763,551800,551800.0,0.03565341188329028
0,40600,1,9,1,11,17,7,2214,696,605800,605800.0,0.06478595036578749
0,40900,1,5,1,10,7,3,450,417,309300,309300.0,-0.0951732655612574
0,41200,0,2,0,21,16,7,473,790,423900,423900.0,-0.03334754500395776
0,41500,1,0,0,10,16,2,86,368,382100,382100.0,-0.05589828775522412
0,41900,0,5,0,24,17,7,5077,152,684000,684000.0,0.10697418202007049
0,42600,1,6,0,11,8,2,162,742,132800,132800.0,-0.19039350708275293
0,43400,1,17,0,23,0,5,539,702,152400,152400.0,-0.1798194745965132
0,44200,1,0,1,11,16,7,257,416,419500,419500.0,-0.035721307398827895
0,45900,0,10,0,35,14,4,1799,713,170700,170700.0,-0.16994678099966692
0,46500,0,8,1,28,22,4,243,902,270600,270600.0,-0.11605158480704707
0,46500,1,4,0,58,12,5,2044,124,427300,427300.0,-0.03151327406246719
0,46500,1,8,0,13,1,1,1878,1035,125400,125400.0,-0.1943857438377618
0,46900,1,4,1,14,16,2,812,489,488800,488800.0,0.0016654503203768602
0,47300,1,2,0,15,2,5,486,528,1100000,1100000.0,0.3314026266259749
0,48100,1,5,1,12,1,1,388,460,511200,511200.0,0.013750058876079408
0,48300,1,9,1,56,15,1,559,1252,747400,747400.0,0.14117794016433574
0,48700,1,12,0,19,18,6,179,970,154600,154600.0,-0.1786325933990781
0,49400,1,4,0,7,17,2,37,123,376400,376400.0,-0.05897338903948771
0,50500,0,11,0,15,18,5,457,578,198500,198500.0,-0.15494891859571464
0,50900,1,4,0,11,21,5,1968,300,914000,914000.0,0.23105721629737344
0,51000,1,0,0,8,20,6,3902,522,1800000,1800000.0,0.7090466439916796
0,51700,1,0,0,29,7,5,57,588,232200,232200.0,-0.13676805661682287
0,54200,1,3,0,26,14,7,97,351,659700,659700.0,0.09386453970294675
0,55700,1,0,1,11,1,3,1817,936,838100,838100.0,0.19010981498586346
0,57000,1,7,0,6,18,5,115,490,236000,236000.0,-0.13471798909398047
0,57300,1,8,0,13,15,7,208,336,1200000,1200000.0,0.3853517719639327
0,58000,1,11,0,13,20,1,1417,725,186800,186800.0,-0.1612609686002557
0,58900,0,6,1,14,17,3,235,874,309000,309000.0,-0.09533511299727127
0,61600,1,8,0,15,0,4,1348,972,345000,345000.0,-0.07591342067560647
0,62200,1,8,0,30,14,3,352,3735,493900,493900.0,0.004416856732612709
0,63100,1,0,1,45,18,4,96,352,525900,525900.0,0.021680583240759204
0,63600,1,9,0,12,23,2,1446,2702,222000,222000.0,-0.14227086944129455
0,64500,1,0,0,15,18,6,2497,947,547700,547700.0,0.03344149692443401
0,67200,1,2,0,20,12,7,535,739,1000000,1000000.0,0.27745348128801717
0,67300,0,0,1,26,18,7,1972,1578,430100,430100.0,-0.03000269799300437
0,67300,1,2,0,13,19,1,387,424,1700000,1700000.0,0.6550974986537218
0,67400,1,5,0,18,22,4,2619,1687,349800,349800.0,-0.07332386169938448
0,68100,0,1,1,15,20,3,857,1342,1200000,1200000.0,0.3853517719639327
0,69200,0,9,0,11,23,4,1486,373,1900000,1900000.0,0.7629957893296374
0,70100,1,0,2,15,22,6,729,490,582400,582400.0,0.05216185035670536
0,71000,0,3,0,15,0,3,724,256,675400,675400.0,0.10233455552100612
0,71800,1,8,0,12,22,6,1179,1179,339100,339100.0,-0.07909642025054597
0,73300,1,7,0,16,16,7,313,583,1200000,1200000.0,0.3853517719639327
0,73300,1,16,0,9,18,3,747,772,295700,295700.0,-0.10251034932721965
0,74300,1,5,0,10,15,7,610,1440,622700,622700.0,0.07390335592790236
0,74300,1,6,0,12,14,4,844,1613,684200,684200.0,0.10708208031074641
0,74700,1,3,0,14,13,4,1666,183,748900,748900.0,0.1419871773444051
0,74700,1,5,0,19,7,5,533,5659,254800,254800.0,-0.1245755497704444
0,76600,1,6,0,47,21,4,2596,3254,974900,974900.0,0.2639122458081897
0,79900,1,9,0,52,1,1,2305,1941,301200,301200.0,-0.09954314633363198
0,82200,1,5,0,21,7,5,10500,511,1500000,1500000.0,0.5471992079778062
0,83700,1,4,0,17,15,7,1890,1501,1200000,1200000.0,0.3853517719639327
0,84500,1,2,0,59,0,3,2179,988,694100,694100.0,0.11242304569920424
0,84500,1,3,0,30,23,3,799,293,369700,369700.0,-0.06258798177713089
0,86000,0,0,0,8,18,3,308,421,776800,776800.0,0.15703898889369533
0,86000,1,9,0,11,15,5,1583,2875,590600,590600.0,0.056585680274417904
0,86200,0,9,0,27,5,6,3311,1083,434600,434600.0,-0.02757498645279627
0,86900,0,6,0,10,17,5,6076,694,654200,654200.0,0.09089733670935907
0,88900,1,0,0,16,13,7,127,338,598200,598200.0,0.0606858153201027
0,89100,0,10,1,15,14,7,124,678,2100000,2100000.0,0.870894080005553
0,90600,1,0,0,10,20,5,286,843,623000,623000.0,0.07406520336391623
0,90600,1,8,0,15,14,2,5724,1472,1100000,1100000.0,0.3314026266259749
0,98100,1,7,0,8,5,3,3214,153,3400000,3400000.0,1.5722329693990045
0,102000,0,13,0,13,0,6,6645,644,1100000,1100000.0,0.3314026266259749
0,102300,1,3,0,5,1,5,2086,329,1300000,1300000.0,0.4393009173018905
0,102500,0,6,1,54,14,1,1634,1243,1200000,1200000.0,0.3853517719639327
0,102800,1,2,1,9,20,2,6206,745,889700,889700.0,0.2179475739802497
0,103000,1,1,0,13,14,4,607,0,791000,791000.0,0.16469976753168533
0,103900,1,12,0,26,21,3,1548,758,351700,351700.0,-0.07229882793796329
0,104300,0,7,0,16,12,3,619,734,2600000,2600000.0,1.140639806695342
0,104700,0,5,0,22,11,1,2421,709,1900000,1900000.0,0.7629957893296374
0,106700,1,2,0,12,2,6,1901,973,1400000,1400000.0,0.49325006263984833
0,109700,1,10,2,21,23,5,3746,813,888300,888300.0,0.2171922859455183
0,112600,1,7,0,16,13,3,1017,1179,540800,540800.0,0.029719005896114918
0,112800,1,2,1,15,16,3,439,751,734700,734700.0,0.1343263987064151
0,114600,0,11,0,15,5,5,2564,5892,478400,478400.0,-0.003945260794770752
0,116200,0,6,0,10,9,2,3338,4367,1600000,1600000.0,0.601148353315764
0,116400,0,0,0,20,1,1,9077,713,3500000,3500000.0,1.6261821147369622
0,125000,1,0,1,29,15,4,1107,1164,1500000,1500000.0,0.5471992079778062
0,127000,1,7,0,21,17,6,5722,1887,3900000,3900000.0,1.8419786960887934
0,129200,0,8,1,9,13,1,6902,2629,340500,340500.0,-0.07834113221581457
0,132900,1,5,0,19,3,3,837,2937,611100,611100.0,0.06764525506869926
0,135700,1,8,0,14,9,4,11500,4146,1100000,1100000.0,0.3314026266259749
0,136200,1,0,0,23,23,3,1284,934,1100000,1100000.0,0.3314026266259749
0,150700,1,4,0,15,11,2,847,1133,1100000,1100000.0,0.3314026266259749
0,153600,0,6,0,21,17,6,1975,1473,1500000,1500000.0,0.5471992079778062
0,161200,0,2,0,15,10,6,55500,0,3600000,3600000.0,1.68013126007492
0,161500,1,0,1,16,14,7,2900,1640,1500000,1500000.0,0.5471992079778062
0,171700,1,0,1,5,22,6,11600,3770,2000000,2000000.0,0.8169449346675952
0,179100,1,3,1,52,21,3,1013,394,607700,607700.0,0.06581098412720869
0,179600,1,1,1,16,22,3,5317,6389,1100000,1100000.0,0.3314026266259749
0,190100,1,0,1,15,15,6,13200,2361,1600000,1600000.0,0.601148353315764
0,214700,0,3,0,20,17,3,1703,2694,1200000,1200000.0,0.3853517719639327
0,218600,1,13,0,13,19,5,1197,2397,1900000,1900000.0,0.7629957893296374
0,229800,0,1,0,18,14,5,10900,5260,2400000,2400000.0,1.0327415160194264
0,243400,1,4,0,25,14,4,2386,739,3100000,3100000.0,1.410385533385131
0,244200,1,0,0,14,13,6,362,829,1200000,1200000.0,0.3853517719639327
0,249800,0,2,0,15,17,7,60800,11100,4600000,4600000.0,2.219622713454498
0,258200,1,6,0,8,5,6,5762,3030,1300000,1300000.0,0.4393009173018905
0,305300,1,2,0,22,3,1,1688,1777,3600000,3600000.0,1.68013126007492
0,305300,1,10,0,19,19,3,34100,3502,3300000,3300000.0,1.5182838240610466
0,309900,1,9,0,36,20,6,4888,2003,1500000,1500000.0,0.5471992079778062
0,311800,1,7,1,7,2,6,21300,1344,2200000,2200000.0,0.9248432253435108
0,330000,1,9,0,11,20,1,3712,3767,1100000,1100000.0,0.3314026266259749
0,340300,1,0,0,24,8,2,1299,864,4400000,4400000.0,2.1117244227785825
0,343000,0,3,0,29,23,7,2846,2732,2800000,2800000.0,1.2485380973712576
0,360100,1,1,0,8,7,3,4682,1225,4200000,4200000.0,2.0038261321026667
0,365600,0,0,0,10,11,5,2491,2765,5100000,5100000.0,2.489368440144287
0,395200,1,6,0,8,23,6,21400,1890,2900000,2900000.0,1.3024872427092153
0,426100,1,12,0,23,18,7,6805,5574,1500000,1500000.0,0.5471992079778062
0,426700,1,10,0,15,18,3,16100,4368,5500000,5500000.0,2.7051650214961183
0,692300,1,15,1,59,15,5,48200,10700,3500000,3500000.0,1.6261821147369622
0,846100,0,6,1,9,18,6,18300,7471,5400000,5400000.0,2.6512158761581603
1,779,1,0,0,59,13,3,44,11,25800,25800.0,-0.24811909259436776
1,3169,1,6,0,10,10,4,9,42,37900,37900.0,-0.24159124600847487
1,5624,1,11,1,15,14,2,15,250,166500,166500.0,-0.17221264510386114
1,6729,1,3,0,11,14,1,44,29,68100,68100.0,-0.22529860411641162
1,9099,1,9,0,11,15,3,38,124,103000,103000.0,-0.20647035239346434
1,11700,1,6,0,13,22,5,110,43,60400,60400.0,-0.22945268830743437
1,12600,1,5,0,15,20,5,40,158,47200,47200.0,-0.2365739754920448
1,13800,1,5,0,5,18,4,14,142,155000,155000.0,-0.1784167968177263
1,14400,1,5,0,13,17,1,29,77,208900,208900.0,-0.14933820748056703
1,16400,1,7,0,11,10,2,166,106,251500,251500.0,-0.126355871566597
1,19600,1,0,0,9,11,5,26,150,149500,149500.0,-0.18138399981131398
1,19800,1,0,0,14,14,7,65,271,213400,213400.0,-0.14691049594035893
1,21400,1,4,0,13,16,5,138,180,128200,128200.0,-0.192875167768299
1,21800,0,5,1,26,16,4,367,170,159000,159000.0,-0.17625883100420797
1,22200,0,3,2,12,11,7,2541,1006,420000,420000.0,-0.03545156167213811
1,22400,1,2,0,9,15,6,49,195,215500,215500.0,-0.14577756388826182
1,23200,1,6,0,15,12,2,514,124,332900,332900.0,-0.08244126726149936
1,25100,0,5,0,21,19,2,748,657,433100,433100.0,-0.028384223632865635
1,26600,1,0,0,14,6,3,81,319,161100,161100.0,-0.17512589895211086
1,34500,1,1,2,17,21,4,32,77,662900,662900.0,0.0955909123537614
1,34900,0,0,0,14,14,1,53,6423,194600,194600.0,-0.157052935263895
1,36500,1,0,0,59,15,4,728,994,312600,312600.0,-0.09339294376510479
1,41000,1,5,0,9,8,1,292,195,785700,785700.0,0.16184046282877357
1,46100,1,3,0,13,14,3,31,199,321400,321400.0,-0.0886454189753645
1,46200,1,0,1,59,12,5,33,406,291200,291200.0,-0.10493806086742775
1,56800,1,0,0,14,5,3,186,595,379400,379400.0,-0.05735491467934898
1,60300,1,4,0,9,18,6,168,503,496800,496800.0,0.0059813819474134845
1,73000,1,0,0,21,11,4,5894,1715,611900,611900.0,0.06807684823140292
1,76100,0,0,3,15,1,4,1097,2325,558400,558400.0,0.03921405547559549
1,81900,0,6,2,15,18,7,541,2968,632900,632900.0,0.07940616875237405
1,113500,1,3,1,29,8,3,1175,415,1000000,1000000.0,0.27745348128801717
1,116400,0,2,0,13,14,1,15000,347,2700000,2700000.0,1.1945889520332997
1,126300,1,2,0,12,23,1,94,221,513000,513000.0,0.014721143492162648
1,141200,1,0,0,25,16,3,57,1432,1000000,1000000.0,0.27745348128801717
1,145200,1,12,3,13,20,6,1219,1444,1500000,1500000.0,0.5471992079778062
1,148800,1,2,0,9,6,6,1021,2044,1500000,1500000.0,0.5471992079778062
1,153400,0,2,0,25,13,6,127,509,795900,795900.0,0.16734327565324528
1,156800,1,2,0,12,18,7,41,216,584700,584700.0,0.05340268069947839
1,157700,1,0,1,39,21,4,386,1314,821200,821200.0,0.1809924094237486
1,165100,1,0,0,15,0,7,156,1969,1100000,1100000.0,0.3314026266259749
1,171500,1,4,0,6,18,5,1762,1051,2400000,2400000.0,1.0327415160194264
1,199600,1,3,0,12,20,5,113,387,1000000,1000000.0,0.27745348128801717
1,205500,1,2,5,20,23,7,60,143,893900,893900.0,0.22021343808444394
1,219100,1,2,0,14,8,4,3468,2352,2100000,2100000.0,0.870894080005553
1,271500,0,3,0,15,12,7,2119,8129,2800000,2800000.0,1.2485380973712576
1,299500,1,2,0,53,13,3,377,2637,1800000,1800000.0,0.7090466439916796
1,558800,1,0,0,27,17,1,2853,4522,4100000,4100000.0,1.949876986764709
1,619000,1,4,0,15,11,7,2146,6991,4000000,4000000.0,1.8959278414267513
